时间  类别编号  类别名称  产品编号  产品名称  销量  收入  成本  
1105  20000  洗发水200ML  47666391  去屑养护洗发露200ml  2  38  32.38  
1105  20000  洗发水200ML  47666392  营养局油洗发露200ml  2  38  32.38  
1105  20000  洗发水200ML  47666394  垂坠顺滑洗发露200ml  4  76  64.73  
1105  20000  洗发水200ML  47666419  莉香水洗发露260ml  20  450  374.985  
1105  20000  洗发水200ML  47666420  莉清爽香水洗发露260ml  14  315  262.49  
1105  20000  洗发水200ML  47666430  氧活净肤去屑型洗发露200ml  146  3255.85  2773.894  
1105  20000  洗发水200ML  47666432  氧活舒缓养发型洗发露200ml  86  1915.5  1635.075  
1105  20000  洗发水200ML  47666434  氧活润肤去屑型洗发露200ml  114  2550  2167.425  
1105  20000  洗发水200ML  47666436  易顺爽倍直强韧洗发露200ml  224  2642.75  1993.563  
1105  20000  洗发水200ML  47666437  易顺爽莹彩深层修护洗发露200ml  114  1381.75  1014.566  
1105  20000  洗发水200ML  47666438  易顺爽乌黑柔亮洗发露200ml  232  2774  2080.757  
1105  20000  洗发水200ML  47666439  易顺爽去屑洗发露200ml  342  4018.5  3043.755  
1105  20000  洗发水200ML  47666444  叶精华水润保湿顺爽控油洗发露20  14  120.75  96.584  
1105  20000  洗发水200ML  47666445  叶精华水润保湿丝滑柔顺洗发露20  28  241.5  193.167  
1105  20000  洗发水200ML  47666446  叶精华水润保湿清凉去屑洗发露20  50  479.25  344.974  
1105  20000  洗发水200ML  47666452  活力去屑SOD局油蜜洗发露220m  58  626  568.006  
1105  20000  洗发水200ML  47666453  弹性亮彩SOD局油蜜洗发露220m  8  107.75  -32.117  
1105  20000  洗发水200ML  47666454  丝质顺滑SOD局油蜜洗发露220m  58  565.5  507.517  
1105  20000  洗发水200ML  47666455  染汤修复SOD局油蜜洗发露220m  34  361.5  297.502  
1105  20000  洗发水200ML  47666464  碳乌发去屑洗发露200ml  30  258.75  207.002  
1105  20000  洗发水200ML  47666480  首乌柔顺洗发露200ml  14  155.25  124.2  
1105  20000  洗发水200ML  47666483  香薰烫染局油洗发露220ml  4  62.5  50  
1105  20000  洗发水200ML  47666500  椰子油柔顺洗发露208克  2  27  22.493  
1105  20000  洗发水200ML  47666515  发膜纯养弹性恒卷洗发露200ml  12  247.5  215.339  
1105  20000  洗发水200ML  47666519  时光损伤修护洗发露267ml  26  926.25  755.849  
1105  20000  洗发水200ML  47666520  染烫损伤修护洗发露267ml  42  1496.25  1226.862  
1105  20000  洗发水200ML  47666532  首乌黑亮天然植物洗发露200ml  76  1694.5  1420.234  
1105  20000  洗发水200ML  47666535  滋补修复洗发精华素200ml  70  1654.25  1387.708  
1105  20000  洗发水200ML  47666538  皂角去屑天然植物洗发露200ml  414  8774.25  7686.49  
1105  20000  洗发水200ML  47666541  滋补盈润洗发精华素200ml  60  1416.5  1201.736  
1105  20000  洗发水200ML  47666544  天然果萃洗发露200ml  228  2336.25  1970.953  
1105  20000  洗发水200ML  47666554  炭洗发露230ml  44  924  739.2  
1105  20000  洗发水200ML  47666555  黑亮长效去屑洗发露200ml  48  806  692.962  
1105  20000  洗发水200ML  47666557  黑亮局油洗局2合1洗发露200ml  86  1456.25  1241.545  
1105  20000  洗发水200ML  47666559  清爽长效去屑洗发露200ml  36  616  519.714  
1105  20000  洗发水200ML  47666562  养护柔顺洗发露200ml  38  641.25  548.584  
1105  20000  洗发水200ML  47666564  控油长效去屑洗发露200ml  74  1244  1068.415  
1105  20000  洗发水200ML  47666566  修护局油洗局二合一洗发露200ml  30  502.25  433.134  
1105  20000  洗发水200ML  47666568  多效修护洗发露200ml  62  1028.75  895.109  
1105  20000  洗发水200ML  47666570  多效头皮护理去屑洗发露200ml  56  942.25  808.499  
1105  20000  洗发水200ML  47666577  植物精华洗发露200ml  90  1629.75  1459.771  
1105  20000  洗发水200ML  47666590  汉方草本焗油洗发露200ML  34  578  501.521  
1105  20000  洗发水200ML  47666593  汉方草本薄荷清爽洗发露200ML  22  374  324.47  
1105  20000  洗发水200ML  47666595  男士去屑洗发露健发防落型200ml  64  1857.5  1520.912  
1105  20000  洗发水200ML  47666598  去屑润发精华乳韧发防落型200ml  6  164.5  124.868  
1105  20000  洗发水200ML  47666633  丝植物净翠洗发露200ml  274  6972.5  5835.199  
1105  20000  洗发水200ML  47666647  袋水1X8袋  8  32  23.985  
1105  20000  洗发水200ML  47666651  梦纷焗油去屑洗发水230ml  2  28  22.4  
1105  20000  洗发水200ML  47666652  黑芝麻黑亮洗发露  4  62.5  50  
1105  20000  洗发水200ML  47666660  璐远离毛燥二合一洗发露175ml  36  759.5  669.825  
1105  20000  洗发水200ML  47666661  露赏心悦色护色亮彩洗发露175ml  98  2068.25  1738.795  
1105  20000  洗发水200ML  47666664  璐闪烁演绎柔亮盈润洗发露175ml  52  1095.5  920.79  
1105  20000  洗发水200ML  47666667  璐水润派对水润洗发露175ml  74  1560.25  1330.378  
1105  20000  洗发水200ML  47666670  璐直感诱惑垂直顺滑洗发露175ml  58  1222.25  1040.744  
1105  20000  洗发水200ML  47666673  璐告别脆弱强韧修护洗发露175ml  120  2529  2127.586  
1105  20000  洗发水200ML  47666675  璐头屑烦恼去屑洗发露175ml  64  1352  1133.174  
1105  20000  洗发水200ML  47666677  璐远离毛燥顺滑贴服洗发露175ml  54  1139.75  980.723  
1105  20000  洗发水200ML  47667322  浓纯焗油营养洗发露200ml  1148  19547.75  19337.731  
1105  20000  洗发水200ML  47667325  去屑型浓纯焗油洗发露200ml  102  2123  1546.335  
1105  20000  洗发水200ML  47667328  小麦强韧修护洗发露200ml  106  2207.75  1860.066  
1105  20000  洗发水200ML  47667331  蚕丝柔滑垂顺洗发露200ml  164  3355.1  2799.576  
1105  20000  洗发水200ML  47667334  活泉水润保湿洗发露200ml  70  1450  1235.491  
1105  20000  洗发水200ML  47667338  汉芳飘长去屑洗发乳200ml  22  488.75  426.524  
1105  20000  洗发水200ML  47667353  璐水润派对洗护促销装  16  562  520.24  
1105  20000  洗发水200ML  47667354  汉方飘长真魅洗发乳200ml+汉方发  12  289.5  218.995  
1105  20000  洗发水200ML  47667355  新活炫亮发水200ml+l汉方发水5  68  1370.5  1241.019  
1105  20000  洗发水200ML  47667356  纯净去屑洗发乳200ml+汉方发水5  146  3340.75  2664.441  
1105  20000  洗发水200ML  47667357  水润丝滑洗发乳200ml+汉方发水5  52  1183.5  903.503  
1105  20000  洗发水200ML  47667364  0年润发清新去屑调理洗发露200克  140  3040  2624.983  
1105  20000  洗发水200ML  47667366  0年润发柔亮去屑调理洗发露200克  92  2058.5  1624.223  
1105  20000  洗发水200ML  47667369  0年润发盈润去屑调理洗发露200克  152  3240  2849.945  
1105  20000  洗发水200ML  47667371  0年润发水润丝滑调理洗发露200克  70  1566.25  1045.336  
1105  20000  洗发水200ML  47667374  0年润发盈动垂顺调理洗发露200克  62  1387.25  1162.512  
1105  20000  洗发水200ML  47667376  0年润发魅黑闪亮调理洗发露200克  176  3682.5  3300.014  
1105  20000  洗发水200ML  47667378  0年润发强韧养发调理洗发露200克  102  2282.25  437.258  
1105  20000  洗发水200ML  47667381  0年润发护色炫彩调理洗发露200克  16  358  300.017  
1105  20000  洗发水200ML  47667383  0年润发深度修护调理洗发露200克  64  1432  1199.981  
1105  20000  洗发水200ML  47667385  0年润发清爽调理洗发露(专为男士设计  168  3759  3149.874  
1105  20000  洗发水200ML  47667386  0年润发清爽调理洗发露(专为男士设计  44  1677.5  1397.039  
1105  20000  洗发水200ML  47667387  u我的样子(就是不屑)洗发露  78  1940.25  1377.704  
1105  20000  洗发水200ML  47667388  u我的样子(就是不屑)洗发露  46  1949.25  420.264  
1105  20000  洗发水200ML  47667389  u我的样子(乖乖垂顺)洗发露  78  1924.25  660.465  
1105  20000  洗发水200ML  47667390  u我的样子(乖乖垂顺)洗发露  36  1511.5  1273.486  
1105  20000  洗发水200ML  47667391  u我的样子(甜蜜滋养)洗发露  102  2522.25  2119.254  
1105  20000  洗发水200ML  47667392  ou我的样子(甜蜜滋养)洗发露  156  6447.5  5446.467  
1105  20000  洗发水200ML  47667393  u我的样子(我爱卷卷)洗发露  166  3883.75  3256.49  
1105  20000  洗发水200ML  47667394  u我的样子(我爱卷卷)洗发露  26  1101.75  919.708  
1105  20000  洗发水200ML  47667395  u我的样子(当然出色)洗发露  36  895.5  709.78  
1105  20000  洗发水200ML  47667397  u我的样子(用心修护)洗发露  54  1335.25  1127.295  
1105  20000  洗发水200ML  47667398  u我的样子(用心修护)洗发露  34  1440.75  1202.76  
1105  20000  洗发水200ML  47667399  (滋润去屑)200克  100  1237.5  581.022  
1105  20000  洗发水200ML  47667402  营养修护200克  52  643.5  290.482  
1105  20000  洗发水200ML  47667404  亮泽柔顺200克  74  915.75  750.223  
1105  20000  洗发水200ML  47667409  0年润发弹力魅卷调理洗发露200克  20  447.5  374.956  
1105  20000  洗发水200ML  47668234  发水265ML  2  57.5  49.257  
1105  20000  洗发水200ML  47668240  汉方飘长真魅洗发乳200ML  126  2963.25  2119.689  
1105  20000  洗发水200ML  47668262  水润丝滑洗发乳200ml+50ml  72  1693  1395.898  
1105  20000  洗发水200ML  47668263  纯净去屑洗发乳200ml+50ml  134  3187.75  2597.927  
1105  20000  洗发水200ML  47668264  新活炫亮洗发乳200ml+50ml  32  727  620.432  
1105  20000  洗发水200ML  47668265  汉方飘长真魁洗发乳200ml+50ml  90  2144.25  1744.909  
1105  20000  洗发水200ML  47668273  胶原蛋白组成因子洗发露200ml  140  2537.5  2175.586  
1105  20000  洗发水200ML  47668296  洗发水200ml送沐浴露200ml  416  10373  9828.058  
1105  20000  洗发水200ML  47668297  赋活水养洗发露200ml  152  5035  4302.324  
1105  20000  洗发水200ML  47668298  清衡水润洗发露200ml  114  3776.25  3227.591  
1105  20000  洗发水200ML  47668299  润滑去屑洗发露200ml  100  3312.5  2830.017  
1105  20000  洗发水200ML  47668300  炫感彩护洗发露200ml  86  2848.75  2434.858  
1105  20000  洗发水200ML  47668301  质感垂坠洗发露200ml  104  3445  2943.866  
1105  20000  洗发水200ML  47668302  动感卷曲洗发露200ml  70  2318.75  1981.887  
1105  20000  洗发水200ML  47668320  玫瑰垂顺倍亮型200ML  2  55  44.021  
1105  20000  洗发水200ML  47668323  09洗沐随身装  216  891  715.514  
1105  20000  洗发水200ML  47668324  旅行装  50  1000  837.72  
1105  20000  洗发水200ML  47668325  去屑蚕丝柔滑垂顺洗发露200ml  100  2087.5  1765.004  
1105  20000  洗发水200ML  47668327  乌黑莹泽洗发乳200ML  60  1447.5  1130.483  
1105  20000  洗发水200ML  47668330  情人大礼包  12  592.5  473.996  
1105  20000  洗发水200ML  47668331  男士礼包  6  262.5  210.044  
1105  20000  洗发水200ML  47668339  防掉发洗发露200ml  138  2760.25  2356.497  
1105  20000  洗发水200ML  47668342  首乌黑亮洗发露200ml  76  1512.5  1287.526  
1105  20000  洗发水200ML  47668346  汉草精华首乌黑亮洗护礼盒  4  209  185.474  
1105  20000  洗发水200ML  47668350  染烫损伤修护系列促销装  4  285  224.494  
1105  20000  洗发水200ML  47668361  养护清爽去屑洗发露200克  26  472  408.008  
1105  20000  洗发水200ML  47668362  养护黑亮柔顺洗发露200克  20  400  340.031  
1105  20000  洗发水200ML  47668363  汉芳养护营养焗油洗发露200克  10  200  170.001  
1105  20000  洗发水200ML  47668368  丝柔滑洗发露  6  176.25  138.85  
1105  20000  洗发水200ML  47668373  活力运动洗发露280ML  6  133.5  111.004  
1105  20000  洗发水200ML  47668374  清爽控油止痒洗发露280ML  2  42  34.983  
1105  20000  洗发水200ML  47668376  发水100ML  42  782.25  745.524  
1105  20000  洗发水200ML  47668382  洗护旅行装  1932  6770  6037.434  
1105  20000  洗发水200ML  47668383  海藻保湿滋养洗发水200ml  6  141  112.496  
1105  20000  洗发水200ML  47668384  香薰去屑止痒洗发水200ml  4  94  74.997  
1105  20000  洗发水200ML  47683421  健康去屑洗发露200ML  32  520  416  
1105  20000  洗发水200ML  47684067  儿童营养洗发露  4  64  51.2  
1105  20000  洗发水200ML  47757752  弹性卷曲洗发露200ml  4  98  93.512  
1105  20000  洗发水200ML  47762466  强韧养发洗发露200ML  120  2809.5  2369.981  
1105  20000  洗发水200ML  47762470  乳液修复去屑洗发露200ML  114  2693.25  2251.49  
1105  20000  洗发水200ML  47762473  莹彩修护洗发露200ML  110  2584.75  2172.515  
1105  20000  洗发水200ML  47762475  弹性卷发洗发露200ML  168  3941.5  3317.945  
1105  20000  洗发水200ML  47762477  垂顺直发洗发露200ML  86  2010.75  1698.547  
1105  20000  洗发水200ML  47762480  丝质顺滑去屑洗发露200ML  214  5027.75  4226.362  
1105  20000  洗发水200ML  47762482  乌黑莹亮洗发露200ML  120  2835  2370.01  
1105  20000  洗发水200ML  47762485  丝质顺滑洗发露200ML  288  6766.5  5687.926  
1105  20000  洗发水200ML  47762486  乳液修复洗发露200ML  150  3526.25  2962.499  
1105  20000  洗发水200ML  47762506  润发露200ML  318  3154.25  2901.754  
1105  20001  洗发水400ML  47664336  璐水润派对355ml赠175ml  0  0  0  
1105  20001  洗发水400ML  47664418  去屑滋养洗发露400ml  14  372.75  328.097  
1105  20001  洗发水400ML  47664470  滋养修护型洗发露400ml  12  522  259.506  
1105  20001  洗发水400ML  47664472  净爽补水型洗发露400ml  20  870  747.191  
1105  20001  洗发水400ML  47664731  活泉水润去屑洗发露400ml  196  2479  2204.982  
1105  20001  洗发水400ML  47664735  清爽洗发水400ml  32  632  469.989  
1105  20001  洗发水400ML  47664772  怡神劲爽洗发露400ml  30  1305  1027.57  
1105  20001  洗发水400ML  47664802  凝水局油洗发露400ml  14  329  241.677  
1105  20001  洗发水400ML  47664803  乳液修护洗发露400ml  84  1510.25  1732.536  
1105  20001  洗发水400ML  47664892  洗发水400ml  690  17329.75  16115.931  
1105  20001  洗发水400ML  47664895  深层海养去屑洗发水400ml  92  3224  3037.934  
1105  20001  洗发水400ML  47664898  蚕丝柔顺精华洗发水400ml  4  99.5  122.207  
1105  20001  洗发水400ML  47664942  水润丝滑型洗发露400ml  16  696  597.812  
1105  20001  洗发水400ML  47664948  护理润黑莹亮洗发露400ml  28  686  578.887  
1105  20001  洗发水400ML  47664949  滋润顺滑洗发水400ml  172  3074.25  2648.149  
1105  20001  洗发水400ML  47664950  清爽去屑洗发水400ml  182  4187.75  3586.313  
1105  20001  洗发水400ML  47664951  护理滋养去屑洗发露400ml  146  3305  2915.143  
1105  20001  洗发水400ML  47664970  去屑洗发水400ml  50  1102.5  676.26  
1105  20001  洗发水400ML  47664975  莉负离子洗发露400ml  20  650  518.018  
1105  20001  洗发水400ML  47664979  莉游离子洗发露400ml  30  937.5  749.999  
1105  20001  洗发水400ML  47665034  青竹洗发露400ml  162  4986.25  4081.457  
1105  20001  洗发水400ML  47665057  去屑洗发精华400ml  8  197  162.981  
1105  20001  洗发水400ML  47665169  局油洗发水400ML  26  373.75  318.503  
1105  20001  洗发水400ML  47665225  负离子滋润去屑洗发露400ml  48  1578.75  1260.002  
1105  20001  洗发水400ML  47665226  负离子局油助黑洗发露400ml  24  784.5  629.986  
1105  20001  洗发水400ML  47665259  小麦蛋白修护洗发露400ml  16  544  384.111  
1105  20001  洗发水400ML  47665272  去屑洗发露450ml  88  1044.75  912.951  
1105  20001  洗发水400ML  47665307  去屑发水400克  18  544.5  438.721  
1105  20001  洗发水400ML  47665352  头皮护理型洗发露400ml  80  2839  2741.544  
1105  20001  洗发水400ML  47665402  小麦蛋白洗发水400ml  40  890  749.97  
1105  20001  洗发水400ML  47665412  长效去屑洗发水400ml  10  225  184.451  
1105  20001  洗发水400ML  47665413  盈润亮彩洗发水400ml  2  45  36.913  
1105  20001  洗发水400ML  47665458  营养局油洗发露400克  16  519  339.973  
1105  20001  洗发水400ML  47665459  去屑滋润洗发露400克  150  3462.25  2931.727  
1105  20001  洗发水400ML  47665497  去屑止痒三合一洗发露400ml  54  1278  1080.027  
1105  20001  洗发水400ML  47665498  焗油润发三合一洗发露400ml  56  1321.5  1120.012  
1105  20001  洗发水400ML  47665522  黑芝麻洗护组合  62  1224.5  991.224  
1105  20001  洗发水400ML  47665524  营养洗发露450ml  4  174  147.508  
1105  20001  洗发水400ML  47665525  去屑洗发露中油450ml  2  91.5  77.513  
1105  20001  洗发水400ML  47665526  去屑洗发露中干450ml  6  274.5  232.479  
1105  20001  洗发水400ML  47665534  维他全效洗发水400克  8  226  195.975  
1105  20001  洗发水400ML  47665548  家庭兰花清爽去屑洗发露400ml  402  7687.5  5868.72  
1105  20001  洗发水400ML  47665550  家庭兰花清爽水润洗发露400ml  282  5382.25  4472.91  
1105  20001  洗发水400ML  47665552  家庭绿茶清爽去油洗发露400ml  118  2273.5  1954.397  
1105  20001  洗发水400ML  47665619  去屑止痒洗发水450ml  44  1364  978.295  
1105  20001  洗发水400ML  47665620  焗油柔亮洗发水450ml  36  1116  914.852  
1105  20001  洗发水400ML  47665621  营养保湿洗发水450ml  76  2356  1931.29  
1105  20001  洗发水400ML  47665664  专业去屑洗发水400ml  4  130  107.991  
1105  20001  洗发水400ML  47665667  去屑营养洗发水400ml  2  57  48.994  
1105  20001  洗发水400ML  47665668  去屑局油洗发水400ml  8  228  196.004  
1105  20001  洗发水400ML  47665708  柔顺护理洗发露400ml  2  37  36.241  
1105  20001  洗发水400ML  47665746  本草止痒去屑洗发露460ml  2  32  27.495  
1105  20001  洗发水400ML  47665747  本草滋润型洗发露460ml  20  315.5  275.009  
1105  20001  洗发水400ML  47665812  深层水养洗发露400ML  10  442.75  407.745  
1105  20001  洗发水400ML  47665813  均衡水润洗发露400ML  8  368  351.439  
1105  20001  洗发水400ML  47665814  焗油去屑洗发露400ML  4  184  175.734  
1105  20001  洗发水400ML  47665815  水晶洁净洗发露400ML  8  379.5  349.421  
1105  20001  洗发水400ML  47665817  垂坠质感洗发露400ML  2  86.25  88.774  
1105  20001  洗发水400ML  47665852  丝质顺滑洗发露400ml  158  5115.75  4452.76  
1105  20001  洗发水400ML  47665853  弹性丰盈洗发露400ml  14  498.75  454.676  
1105  20001  洗发水400ML  47665854  乌黑莹亮洗发露400ml  2  82.25  67.684  
1105  20001  洗发水400ML  47665855  乳液修复洗发露400ml  162  5223  4180.644  
1105  20001  洗发水400ML  47665856  莹彩深层修护洗发露400ml  14  564.75  471.011  
1105  20001  洗发水400ML  47665857  倍直垂顺洗发露400ml  34  1233.25  1109.599  
1105  20001  洗发水400ML  47665858  日光护理洗发露400ml  12  471.5  400.608  
1105  20001  洗发水400ML  47665870  家庭杏仁滋养护理洗发露400ML  98  1880.75  1619.543  
1105  20001  洗发水400ML  47665871  家庭茶树滋养去屑洗发露400ML  140  2695  2368.402  
1105  20001  洗发水400ML  47665913  丝丝质柔滑洗发露400ml  246  11817  10799.627  
1105  20001  洗发水400ML  47665914  丝怡神舒爽洗发露400ml  150  7211.25  6712.144  
1105  20001  洗发水400ML  47665915  丝清爽控油洗发露400ml  196  9427.5  7784.39  
1105  20001  洗发水400ML  47665916  丝莹采乌黑洗发露400ml  140  6737.5  5350.147  
1105  20001  洗发水400ML  47665917  丝深层洁净洗发露400ml  132  6350  5906.716  
1105  20001  洗发水400ML  47665918  丝海洋活力洗发露400ml  102  4886.25  3471.566  
1105  20001  洗发水400ML  47665928  冰海泥发膜300克  64  1920  1599.975  
1105  20001  洗发水400ML  47665933  去屑型洗发露400ml  34  714  595.004  
1105  20001  洗发水400ML  47665934  局油型洗发露400ml  52  988.75  909.997  
1105  20001  洗发水400ML  47665948  焗油护理洗发露400ml  86  2982.75  2290.07  
1105  20001  洗发水400ML  47665949  维他命长发洗发露400ml  40  1367.25  1227.857  
1105  20001  洗发水400ML  47665950  滋润去屑洗发露400ml  152  5187.75  4605.439  
1105  20001  洗发水400ML  47665951  焗油去屑洗发露400ml  42  1457.5  1282.905  
1105  20001  洗发水400ML  47665952  温泉头皮护理洗发露400ml  34  1174.75  1032.145  
1105  20001  洗发水400ML  47665953  人参滋养洗发露400ml  118  4100.5  3569.904  
1105  20001  洗发水400ML  47665954  多效护理洗发露400ml  20  694.25  621.036  
1105  20001  洗发水400ML  47665955  薄荷清凉洗发露400ml  44  1529  1339.767  
1105  20001  洗发水400ML  47665956  首乌黑亮洗发露400ml  60  2066.75  1832.63  
1105  20001  洗发水400ML  47665957  鲜果防毛燥洗发露400ml  24  834  737.802  
1105  20001  洗发水400ML  47665958  鲜果去屑洗发露400ml  36  1248.5  1088.509  
1105  20001  洗发水400ML  47665982  乳霜滋养洗发露（珍珠黑亮）400ml  8  268  214.373  
1105  20001  洗发水400ML  47665986  洗发润发套装（400发水+400精华  16  570.75  461.097  
1105  20001  洗发水400ML  47666012  洗发露（去屑止痒）400ml  16  350  279.981  
1105  20001  洗发水400ML  47666013  洗发露（营养滋润）400ml  16  278.5  229.993  
1105  20001  洗发水400ML  47666014  洗发露（柔顺局油）400ml  8  177.25  139.99  
1105  20001  洗发水400ML  47666038  直垂黑亮洗发露400ml  6  177  149.935  
1105  20001  洗发水400ML  47666066  水润丝滑洗发乳400ml  56  2383.25  1914.968  
1105  20001  洗发水400ML  47666067  新活炫亮洗发乳400ml  56  2361.75  1901.338  
1105  20001  洗发水400ML  47666068  炫色激情洗发乳400ml  12  502.25  410.144  
1105  20001  洗发水400ML  47666069  清新动感洗发乳400ml  54  2254.75  1740.024  
1105  20001  洗发水400ML  47666070  纯净去屑洗发乳400ml  60  2543.5  1966.009  
1105  20001  洗发水400ML  47666079  去屑柔顺洗发露400ml  138  2328.75  1983.764  
1105  20001  洗发水400ML  47666099  丝质顺滑去屑洗发水400ml  172  6098.5  4423.36  
1105  20001  洗发水400ML  47666101  乳液修复去屑洗发水400ml  120  4270  3076.515  
1105  20001  洗发水400ML  47666109  丰盈弹性洗发露400ml  8  132  170.001  
1105  20001  洗发水400ML  47666111  柔亮护色洗发露400ml  8  175  142.506  
1105  20001  洗发水400ML  47666113  去屑止痒洗发露400ml  34  608  722.504  
1105  20001  洗发水400ML  47666117  倍感垂顺洗发露400ml  18  191.25  166.549  
1105  20001  洗发水400ML  47666118  营养亮泽洗发露400ml  6  65.75  55.517  
1105  20001  洗发水400ML  47666119  深层局油洗发露400ml  26  277.25  240.494  
1105  20001  洗发水400ML  47666185  深层养护洗发露400ML  54  1325.5  983.707  
1105  20001  洗发水400ML  47666189  营养防脱三合一洗发露400ml  30  720  600.019  
1105  20001  洗发水400ML  47666196  炫舞酒红洗发乳400ML  8  368  216.805  
1105  20001  洗发水400ML  47666210  盈润卷发洗发露400ml  6  208.5  188.984  
1105  20001  洗发水400ML  47666217  发膜纯养洗发露400ml  16  596  513.369  
1105  20001  洗发水400ML  47666219  发膜纯养去屑型洗发露400ml  58  2160.5  1572.451  
1105  20001  洗发水400ML  47666231  丽橙果萃焗油滋养洗发露400ml  2  30  26.764  
1105  20001  洗发水400ML  47666259  强韧深层修复洗发乳400ml  36  1595  1319.409  
1105  20001  洗发水400ML  47666260  魅卷深层修复洗发乳400ml  44  1952.5  1609.861  
1105  20001  洗发水400ML  47666261  无屑深层修复洗发乳400ml  42  1861.25  1539.311  
1105  20001  洗发水400ML  47666274  400克  22  482.25  302.533  
1105  20001  洗发水400ML  47666279  专业去屑洗发露400克  36  981  833.895  
1105  20001  洗发水400ML  47666280  局油柔顺洗发露400克  4  109  92.664  
1105  20001  洗发水400ML  47666287  去屑洗发露冰爽百力酷型400ml  4  222.5  160.114  
1105  20001  洗发水400ML  47666288  去屑洗发露深度滋养型400ml  34  1866.25  1416.022  
1105  20001  洗发水400ML  47666289  去屑洗发露染后修护型400ml  6  333.75  261.349  
1105  20001  洗发水400ML  47666290  去屑洗发露多效水润养护型400ml  26  1446.25  1097.928  
1105  20001  洗发水400ML  47666291  去屑洗发露深度洁净型400ml  24  1330.75  1079.998  
1105  20001  洗发水400ML  47666292  去屑洗发露控油平衡型400ml  10  543.75  415.233  
1105  20001  洗发水400ML  47666293  去屑洗发露韧发防落型400ml  10  556.25  452.059  
1105  20001  洗发水400ML  47666294  男士去屑洗发露多效水润养护型400m  40  2225  1807.825  
1105  20001  洗发水400ML  47666295  男士去屑洗发露活力运动型400ml  90  4997.75  3755.817  
1105  20001  洗发水400ML  47666296  男士去屑洗发露健发黑亮型400ml  10  552  433.222  
1105  20001  洗发水400ML  47666327  深度滋养洗发露400ml+100ml  2  107  89.242  
1105  20001  洗发水400ML  47666353  柔顺洗发水400克  80  1769  1502.572  
1105  20001  洗发水400ML  47666354  清爽洗发水400克  86  1876  1577.16  
1105  20001  洗发水400ML  47666364  草本去屑洗发水400ml  2  41.25  38.99  
1105  20001  洗发水400ML  47666384  营养去屑洗发露400ml  88  1485  1265.062  
1105  20001  洗发水400ML  47666395  去屑养护洗发露400ml  4  132.5  112.496  
1105  20001  洗发水400ML  47666396  营养局油洗发露400ml  6  198.75  168.773  
1105  20001  洗发水400ML  47666398  垂坠顺滑洗发露400ml  2  66.25  56.248  
1105  20001  洗发水400ML  47666431  氧活净肤去屑型洗发露400ml  48  1980  1359.54  
1105  20001  洗发水400ML  47666433  氧活舒缓养发型洗发露400ml  76  3082.5  2690.356  
1105  20001  洗发水400ML  47666435  氧活润肤去屑型洗发露400ml  40  1650  1407.803  
1105  20001  洗发水400ML  47666440  易顺爽倍直强韧洗发露400ml  22  513.5  -71.604  
1105  20001  洗发水400ML  47666441  易顺爽莹彩深层修护洗发露400ml  20  469  296.215  
1105  20001  洗发水400ML  47666442  易顺爽乌黑柔亮洗发露400ml  12  279  177.811  
1105  20001  洗发水400ML  47666443  易顺爽去屑洗发露400ml  42  934.5  650.637  
1105  20001  洗发水400ML  47666456  活力去屑SOD局油蜜洗发露400m  184  2361.5  2010.031  
1105  20001  洗发水400ML  47666457  弹性亮彩SOD局油蜜洗发露400m  236  2970.5  2622.935  
1105  20001  洗发水400ML  47666458  丝质顺滑SOD局油蜜洗发露400m  90  1133.25  1023.487  
1105  20001  洗发水400ML  47666459  染烫修复SOD局油蜜洗发露400m  134  1658.25  1440.533  
1105  20001  洗发水400ML  47666465  叶精华水润保湿顺爽控油洗发露40  6  66.75  53.381  
1105  20001  洗发水400ML  47666466  叶精华水润保湿丝滑柔顺洗发露40  8  89  71.195  
1105  20001  洗发水400ML  47666467  橄榄油亮发柔顺焗油膏300G  174  5176.5  4311.998  
1105  20001  洗发水400ML  47666472  薰衣草黑亮倍柔洗发露350G  80  2480  1983.969  
1105  20001  洗发水400ML  47666473  清爽去屑洗发露400ml  12  129.5  111.004  
1105  20001  洗发水400ML  47666475  水果香波300ml  2  49.75  24.98  
1105  20001  洗发水400ML  47666476  水果香波500ml  12  448.5  358.488  
1105  20001  洗发水400ML  47666477  橄榄香洗发水380ml  32  796  675.967  
1105  20001  洗发水400ML  47666484  香水去屑止痒洗发露430ml  6  109.5  87.6  
1105  20001  洗发水400ML  47666485  香薰烫染局油洗发露430ml  8  146  116.8  
1105  20001  洗发水400ML  47666486  梦纷营养去屑洗发水400克  2  37.5  30  
1105  20001  洗发水400ML  47666488  水润丝滑洗发乳400ml+水润丝滑护  4  155.5  132.502  
1105  20001  洗发水400ML  47666489  纯净去屑洗发乳400ml+纯净去屑护  2  77.75  66.251  
1105  20001  洗发水400ML  47666499  藏红花养发柔顺洗发露350G  88  2728  2182.372  
1105  20001  洗发水400ML  47666506  丝滑柔亮洗发露300克  168  4093  3528.047  
1105  20001  洗发水400ML  47666507  水润去屑洗发露300克  188  4653  3699.774  
1105  20001  洗发水400ML  47666508  盈润修护洗发露300克  70  1732.5  1470.017  
1105  20001  洗发水400ML  47666516  发膜纯养弹性恒卷洗发露400ml  6  223.5  148.18  
1105  20001  洗发水400ML  47666517  蚕丝去屑洗发露400ml+150ml  4  141  113.402  
